"site","flux_sitenames","veg_type","roi_id","direction","value","transition_10","transition_25","transition_50","transition_10_lower_ci","transition_25_lower_ci","transition_50_lower_ci","transition_10_upper_ci","transition_25_upper_ci","transition_50_upper_ci","threshold_10","threshold_25","threshold_50","min","max"
"turkeypointenf39","CA-TP4","EN",1000,"rising","exG_mean","2013-03-29","2013-04-10","2013-04-30","2013-03-28","2013-04-09","2013-04-29","2013-03-30","2013-04-11","2013-05-01",-1.2661,2.89561,10.56039,-3.89616,24.69962
"turkeypointenf39","CA-TP4","EN",1000,"rising","exG_mean","2014-03-29","2014-04-12","2014-05-02","2014-03-28","2014-04-11","2014-05-01","2014-03-30","2014-04-13","2014-05-03",0.20736,4.08938,11.09128,-2.45372,24.23072
"turkeypointenf39","CA-TP4","EN",1000,"rising","exG_mean","2015-03-23","2015-04-03","2015-04-23","2015-03-22","2015-04-02","2015-04-21","2015-03-24","2015-04-04","2015-04-24",-6.37199,-3.20499,2.17302,-8.29241,12.27067
"turkeypointenf39","CA-TP4","EN",1000,"rising","exG_mean","2016-03-23","2016-04-06","2016-04-27","2016-03-22","2016-04-05","2016-04-26","2016-03-24","2016-04-07","2016-04-28",-3.84018,-1.65928,2.53601,-5.38013,10.18786
"turkeypointenf39","CA-TP4","EN",1000,"rising","exG_mean","2017-03-10","2017-03-23","2017-04-17","2017-03-09","2017-03-22","2017-04-16","2017-03-11","2017-03-24","2017-04-18",-4.57547,-1.83986,2.97046,-6.23867,11.95183
"turkeypointenf39","CA-TP4","EN",1000,"rising","exG_mean","2018-03-27","2018-04-09","2018-05-04","2018-03-26","2018-04-08","2018-05-03","2018-03-28","2018-04-10","2018-05-05",-7.80097,-4.47804,1.13776,-9.83403,12.03513
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_90","2018-12-12","2018-11-19","2018-10-15","2018-12-13","2018-11-20","2018-11-07","2018-12-11","2018-11-18","2018-08-27",-5.62725,-1.58793,5.42693,-8.3452,18.93603
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_90","2017-12-13","2017-11-28","2017-10-30","2017-12-14","2017-11-29","2017-10-31","2017-12-12","2017-11-27","2017-10-29",-2.09626,1.48974,7.70808,-4.3232,19.64607
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_90","2016-12-05","2016-11-23","2016-11-06","2016-12-06","2016-11-24","2016-11-07","2016-12-04","2016-11-22","2016-11-05",-0.36155,2.54511,7.86131,-2.24669,17.47856
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_90","2015-12-14","2015-11-29","2015-11-01","2015-12-15","2015-11-30","2015-11-02","2015-12-13","2015-11-28","2015-10-31",0.34827,3.66771,9.4226,-1.73829,20.40114
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_90","2014-12-12","2014-11-26","2014-10-29","2014-12-13","2014-11-27","2014-10-30","2014-12-11","2014-11-25","2014-10-28",1.20055,6.06947,14.15737,-1.87149,30.03069
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_90","2013-12-24","2013-12-10","2013-11-09","2013-12-25","2013-12-11","2013-11-10","2013-12-23","2013-12-09","2013-11-08",3.41165,7.75095,15.25996,0.66851,29.60815
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_90","2012-12-10","2012-11-22","2012-10-22","2012-12-11","2012-11-23","2012-10-23","2012-12-09","2012-11-20","2012-10-21",3.8475,7.57621,14.15349,1.51392,26.5222
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_75","2018-11-29","2018-11-07","2018-10-06","2018-11-30","2018-11-08","2018-11-07","2018-11-28","2018-11-06","2018-08-27",-5.943,-2.25614,4.22294,-8.42159,16.39199
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_75","2017-12-14","2017-11-30","2017-11-02","2017-12-15","2017-12-01","2017-11-04","2017-12-13","2017-11-29","2017-11-01",-3.8979,-0.57327,5.50853,-6.05776,16.71062
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_75","2016-12-07","2016-11-24","2016-11-08","2016-12-08","2016-11-25","2016-11-09","2016-12-06","2016-11-23","2016-11-07",-2.1422,0.70954,5.53458,-3.9216,14.98615
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_75","2015-12-16","2015-12-01","2015-11-04","2015-12-17","2015-12-02","2015-11-05","2015-12-15","2015-11-30","2015-11-03",-1.88753,1.39312,6.70687,-3.77499,17.00783
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_75","2014-12-11","2014-11-26","2014-10-28","2014-12-12","2014-11-27","2014-10-29","2014-12-10","2014-11-25","2014-10-27",-0.07951,4.45179,12.69055,-3.21572,28.17488
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_75","2013-12-23","2013-12-09","2013-11-08","2013-12-24","2013-12-10","2013-11-09","2013-12-22","2013-12-07","2013-11-07",2.10206,6.24185,13.79455,-0.69851,28.01445
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_75","2012-12-11","2012-11-23","2012-10-22","2012-12-12","2012-11-24","2012-10-23","2012-12-10","2012-11-22","2012-10-21",2.50546,6.22048,12.79774,0.11572,25.12685
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_50","2018-11-20","2018-10-31","2018-10-02","2018-11-21","2018-11-07","2018-11-07","2018-11-19","2018-08-27","2018-08-27",-6.6313,-3.4353,2.27592,-8.7894,12.87787
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_50","2017-12-16","2017-12-03","2017-11-10","2017-12-17","2017-12-04","2017-11-11","2017-12-15","2017-12-02","2017-11-09",-6.6366,-3.51514,1.97777,-8.5933,12.5223
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_50","2016-12-10","2016-11-27","2016-11-11","2016-12-11","2016-11-28","2016-11-12","2016-12-09","2016-11-26","2016-11-10",-4.26177,-1.86868,2.59743,-5.86972,10.89844
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_50","2015-12-18","2015-12-05","2015-11-08","2015-12-19","2015-12-06","2015-11-09","2015-12-17","2015-12-04","2015-11-07",-4.37054,-1.61486,3.33904,-6.1178,12.58982
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_50","2014-12-12","2014-11-27","2014-10-30","2014-12-13","2014-11-28","2014-10-31","2014-12-11","2014-11-26","2014-10-29",-1.9731,2.43387,10.23213,-4.89779,24.89507
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_50","2013-12-23","2013-12-08","2013-11-09","2013-12-24","2013-12-09","2013-11-10","2013-12-22","2013-12-07","2013-11-08",-0.34285,4.0326,11.40988,-3.10742,25.5894
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_50","2012-12-11","2012-11-23","2012-10-22","2012-12-12","2012-11-24","2012-10-23","2012-12-10","2012-11-22","2012-10-21",1.48253,5.04711,11.12839,-0.842,22.81155
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_mean","2018-12-04","2018-11-11","2018-10-09","2018-12-05","2018-11-12","2018-11-07","2018-12-03","2018-11-10","2018-08-27",-8.00167,-4.64463,1.03673,-10.12797,12.04322
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_mean","2017-12-17","2017-12-04","2017-11-11","2017-12-18","2017-12-05","2017-11-12","2017-12-16","2017-12-03","2017-11-10",-6.76384,-3.75066,1.713,-8.76654,11.94297
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_mean","2016-12-10","2016-11-27","2016-11-11","2016-12-11","2016-11-28","2016-11-12","2016-12-09","2016-11-26","2016-11-10",-4.60141,-2.1737,2.40836,-6.19307,10.74215
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_mean","2015-12-18","2015-12-05","2015-11-09","2015-12-19","2015-12-06","2015-11-10","2015-12-17","2015-12-04","2015-11-08",-4.25351,-1.56288,3.15812,-5.95755,12.25917
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_mean","2014-12-14","2014-11-28","2014-11-01","2014-12-15","2014-11-29","2014-11-02","2014-12-13","2014-11-27","2014-10-31",-2.46414,2.08425,9.57846,-5.21358,24.13775
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_mean","2013-12-24","2013-12-10","2013-11-11","2013-12-25","2013-12-11","2013-11-12","2013-12-23","2013-12-08","2013-11-10",-0.68561,3.49617,10.80823,-3.16568,24.4869
"turkeypointenf39","CA-TP4","EN",1000,"falling","exG_mean","2012-12-12","2012-11-25","2012-10-25","2012-12-13","2012-11-26","2012-10-26","2012-12-11","2012-11-23","2012-10-24",0.52089,4.01318,10.11284,-1.65358,21.78935
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_90","2013-04-01","2013-04-14","2013-05-06","2013-03-26","2013-04-11","2013-05-01","2013-04-06","2013-04-18","2013-05-11",0.35047,0.3587,0.37336,0.3448,0.40188
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_90","2014-03-28","2014-04-14","2014-05-04","2014-03-27","2014-04-13","2014-04-14","2014-04-04","2014-05-13","2014-05-14",0.34977,0.35806,0.37211,0.34455,0.39959
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_75","2013-03-31","2013-04-13","2013-05-06","2013-03-26","2013-04-10","2013-05-01","2013-04-05","2013-04-18","2013-05-10",0.34727,0.3553,0.37052,0.34187,0.39826
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_75","2014-03-30","2014-04-15","2014-05-04","2014-03-25","2014-04-14","2014-04-14","2014-04-06","2014-05-14","2014-05-14",0.34789,0.35567,0.36892,0.34331,0.39342
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_75","2015-03-22","2015-04-03","2015-04-24","2015-03-21","2015-04-02","2015-04-23","2015-03-27","2015-04-07","2015-04-29",0.34464,0.35313,0.36865,0.33931,0.39754
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_50","2013-03-29","2013-04-12","2013-05-04","2013-03-23","2013-04-08","2013-04-29","2013-04-04","2013-04-17","2013-05-09",0.34261,0.35071,0.36498,0.33752,0.39158
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_50","2014-03-29","2014-04-13","2014-05-02","2014-03-24","2014-04-06","2014-04-14","2014-04-04","2014-05-13","2014-05-14",0.3433,0.35072,0.36329,0.33851,0.38771
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_50","2015-03-24","2015-04-03","2015-04-21","2015-03-19","2015-03-31","2015-04-17","2015-03-28","2015-04-07","2015-04-26",0.34161,0.34893,0.36267,0.33648,0.38861
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_50","2016-03-26","2016-04-09","2016-04-28","2016-03-19","2016-04-03","2016-04-23","2016-04-02","2016-04-14","2016-05-04",0.35068,0.35657,0.36675,0.34669,0.38681
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_50","2017-03-20","2017-04-04","2017-04-28","2017-03-15","2017-03-30","2017-04-23","2017-03-27","2017-04-10","2017-05-04",0.34785,0.3556,0.36794,0.34343,0.39241
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_50","2018-03-30","2018-04-14","2018-05-10","2018-03-26","2018-04-10","2018-05-05","2018-04-04","2018-04-18","2018-05-14",0.36044,0.3705,0.38701,0.35424,0.41935
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_mean","2013-03-31","2013-04-13","2013-05-06","2013-03-25","2013-04-10","2013-04-30","2013-04-06","2013-04-18","2013-05-11",0.34185,0.34922,0.3631,0.33698,0.38842
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_mean","2014-03-29","2014-04-14","2014-05-03","2014-03-24","2014-04-07","2014-04-14","2014-04-05","2014-05-14","2014-05-14",0.34139,0.3488,0.36086,0.33698,0.38465
"turkeypointenf74","CA-TP3","EN",1000,"rising","gcc_mean","2015-03-22","2015-04-03","2015-04-24","2015-03-21","2015-04-02","2015-04-23","2015-03-27","2015-04-07","2015-04-29",0.33926,0.34726,0.36183,0.33406,0.38883
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_90","2014-12-22","2014-12-06","2014-11-12","2014-12-28","2014-12-11","2014-11-18","2014-12-15","2014-12-01","2014-11-05",0.3537,0.36101,0.37304,0.34914,0.39686
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_90","2013-12-20","2013-12-02","2013-11-05","2013-12-25","2013-12-08","2013-11-11","2013-12-14","2013-11-26","2013-10-31",0.35249,0.36056,0.37465,0.34716,0.4017
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_90","2012-12-17","2012-12-02","2012-11-06","2012-12-22","2012-12-06","2012-11-11","2012-12-12","2012-11-27","2012-11-02",0.3494,0.35808,0.37271,0.34383,0.40145
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_75","2014-12-21","2014-12-05","2014-11-09","2014-12-28","2014-12-10","2014-11-16","2014-12-14","2014-11-30","2014-11-02",0.35074,0.35786,0.36994,0.3462,0.39324
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_75","2013-12-20","2013-12-01","2013-11-04","2013-12-25","2013-12-07","2013-11-10","2013-12-14","2013-11-25","2013-10-30",0.34878,0.35724,0.37119,0.34369,0.39796
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_75","2012-12-18","2012-12-04","2012-11-07","2012-12-23","2012-12-08","2012-11-12","2012-12-13","2012-11-28","2012-11-03",0.34533,0.3533,0.36774,0.33998,0.39546
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_50","2017-12-20","2017-12-09","2017-11-21","2017-12-28","2017-12-13","2017-11-26","2017-12-14","2017-12-04","2017-11-16",0.35638,0.36208,0.37271,0.35234,0.39277
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_50","2016-12-02","2016-11-18","2016-10-23","2016-12-10","2016-11-23","2016-10-31","2016-11-26","2016-11-12","2016-10-17",0.34915,0.35531,0.36632,0.34502,0.38693
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_50","2015-12-21","2015-12-08","2015-11-06","2015-12-27","2015-12-13","2015-11-15","2015-12-15","2015-12-01","2015-10-29",0.3499,0.35598,0.36728,0.34583,0.38825
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_50","2014-12-21","2014-12-06","2014-11-10","2014-12-28","2014-12-11","2014-11-18","2014-12-13","2014-11-30","2014-11-03",0.34607,0.35271,0.36489,0.34176,0.38748
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_50","2013-12-18","2013-12-01","2013-11-04","2013-12-23","2013-12-06","2013-11-10","2013-12-12","2013-11-24","2013-10-30",0.34418,0.35165,0.36565,0.33902,0.39141
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_50","2012-12-18","2012-12-04","2012-11-07","2012-12-23","2012-12-08","2012-11-13","2012-12-13","2012-11-29","2012-11-03",0.34089,0.34878,0.36251,0.33561,0.38873
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_mean","2014-12-23","2014-12-07","2014-11-14","2014-12-29","2014-12-13","2014-11-21","2014-12-15","2014-12-02","2014-11-07",0.34445,0.35127,0.36248,0.34025,0.38451
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_mean","2013-12-21","2013-12-03","2013-11-08","2013-12-26","2013-12-10","2013-11-13","2013-12-15","2013-11-27","2013-11-03",0.34195,0.34992,0.3628,0.33714,0.38834
"turkeypointenf74","CA-TP3","EN",1000,"falling","gcc_mean","2012-12-20","2012-12-06","2012-11-10","2012-12-25","2012-12-10","2012-11-15","2012-12-14","2012-12-01","2012-11-05",0.33907,0.34685,0.35992,0.33429,0.38553
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_90","2013-04-10","2013-04-24","2013-05-20","2013-04-04","2013-04-20","2013-05-14","2013-04-16","2013-04-30","2013-05-24",-0.08424,-0.06744,-0.03705,-0.09499,0.01954
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_90","2014-04-18","2014-04-30","2014-05-19","2014-04-14","2014-04-14","2014-05-02","2014-05-14","2014-05-14","2014-05-28",-0.07544,-0.06165,-0.03871,-0.08386,0.00593
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_90","2015-04-13","2015-04-29","2015-05-19","2015-04-07","2015-04-22","2015-05-14","2015-04-20","2015-05-05","2015-05-23",-0.0749,-0.06015,-0.03473,-0.08431,0.01315
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_90","2016-04-11","2016-04-25","2016-05-22","2016-04-04","2016-04-20","2016-05-15","2016-04-18","2016-05-02","2016-05-28",-0.0832,-0.0691,-0.044,-0.09227,0.00327
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_90","2017-04-05","2017-04-20","2017-05-11","2017-03-29","2017-04-13","2017-05-04","2017-04-13","2017-04-26","2017-05-19",-0.08395,-0.0691,-0.0451,-0.09299,0.00271
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_90","2018-04-30","2018-05-13","2018-05-31","2018-04-23","2018-05-08","2018-05-26","2018-05-06","2018-05-18","2018-06-05",-0.06822,-0.05204,-0.02419,-0.07886,0.0294
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_75","2013-04-09","2013-04-22","2013-05-18","2013-04-03","2013-04-18","2013-05-12","2013-04-14","2013-04-27","2013-05-22",-0.09478,-0.07818,-0.04674,-0.10642,0.01048
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_75","2014-04-16","2014-04-28","2014-05-18","2014-04-14","2014-04-14","2014-05-01","2014-05-14","2014-05-14","2014-05-25",-0.0836,-0.07006,-0.04518,-0.0925,0.00039
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_75","2015-04-12","2015-04-28","2015-05-19","2015-04-06","2015-04-21","2015-05-14","2015-04-18","2015-05-04","2015-05-23",-0.08329,-0.06847,-0.04215,-0.09314,0.00645
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_75","2016-04-09","2016-04-24","2016-05-21","2016-04-03","2016-04-19","2016-05-13","2016-04-16","2016-04-30","2016-05-26",-0.09279,-0.07723,-0.05152,-0.10178,-0.00313
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_75","2017-04-04","2017-04-19","2017-05-10","2017-03-28","2017-04-13","2017-05-04","2017-04-11","2017-04-25","2017-05-17",-0.09347,-0.07825,-0.05366,-0.10277,-0.00463
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_75","2018-04-28","2018-05-11","2018-05-28","2018-04-22","2018-05-07","2018-05-24","2018-05-04","2018-05-15","2018-06-01",-0.08544,-0.06799,-0.03733,-0.0972,0.02116
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_50","2013-04-07","2013-04-21","2013-05-16","2013-04-03","2013-04-17","2013-05-11","2013-04-13","2013-04-26","2013-05-21",-0.11004,-0.09118,-0.05928,-0.12128,0.0027
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_50","2014-04-16","2014-04-28","2014-05-17","2014-04-14","2014-04-14","2014-05-01","2014-05-14","2014-05-14","2014-05-23",-0.09743,-0.08256,-0.05633,-0.10662,-0.00729
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_50","2015-04-11","2015-04-27","2015-05-18","2015-04-06","2015-04-21","2015-05-13","2015-04-18","2015-05-03","2015-05-22",-0.09613,-0.08037,-0.05329,-0.10566,-0.00199
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_50","2016-04-08","2016-04-23","2016-05-20","2016-04-01","2016-04-18","2016-05-13","2016-04-14","2016-04-29","2016-05-25",-0.10372,-0.08812,-0.06198,-0.11332,-0.0125
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_50","2017-04-04","2017-04-18","2017-05-10","2017-03-29","2017-04-13","2017-05-04","2017-04-11","2017-04-24","2017-05-17",-0.10556,-0.09123,-0.06502,-0.115,-0.01564
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_50","2018-04-26","2018-05-10","2018-05-27","2018-04-21","2018-05-06","2018-05-23","2018-05-03","2018-05-14","2018-05-30",-0.09914,-0.08054,-0.04891,-0.11015,0.01049
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_mean","2013-04-10","2013-04-24","2013-05-20","2013-04-05","2013-04-20","2013-05-15","2013-04-16","2013-04-30","2013-05-24",-0.10769,-0.09073,-0.06043,-0.11865,-0.00263
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_mean","2014-04-17","2014-04-29","2014-05-18","2014-04-14","2014-04-14","2014-05-01","2014-05-14","2014-05-14","2014-05-26",-0.09758,-0.08381,-0.06024,-0.10633,-0.01442
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_mean","2015-04-13","2015-04-29","2015-05-19","2015-04-08","2015-04-23","2015-05-15","2015-04-20","2015-05-05","2015-05-23",-0.09718,-0.08281,-0.05819,-0.10596,-0.01057
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_mean","2016-04-11","2016-04-25","2016-05-23","2016-04-04","2016-04-20","2016-05-15","2016-04-18","2016-05-03","2016-05-30",-0.10317,-0.09062,-0.06825,-0.11145,-0.02508
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_mean","2017-04-05","2017-04-19","2017-05-11","2017-03-29","2017-04-13","2017-05-04","2017-04-13","2017-04-26","2017-05-19",-0.10608,-0.0932,-0.06994,-0.11434,-0.02591
"turkeypointenf74","CA-TP3","EN",1000,"rising","grvi_mean","2018-04-27","2018-05-11","2018-05-29","2018-04-21","2018-05-07","2018-05-24","2018-05-04","2018-05-16","2018-06-02",-0.10218,-0.0854,-0.05609,-0.11263,-9e-04
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_90","2018-12-31","2018-12-03","2018-11-03","2019-02-04","2018-12-14","2018-11-09","2018-12-16","2018-11-25","2018-10-29",-0.08472,-0.06528,-0.03361,-0.09674,0.02926
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_90","2017-11-30","2017-11-04","2017-10-09","2017-12-28","2017-11-15","2017-10-18","2017-11-12","2017-10-26","2017-10-02",-0.0705,-0.05835,-0.03746,-0.07854,0.00226
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_90","2016-12-01","2016-11-10","2016-10-12","2016-12-12","2016-11-18","2016-10-19","2016-11-21","2016-11-01","2016-10-07",-0.08523,-0.07053,-0.04492,-0.09495,0.00346
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_90","2015-12-09","2015-11-19","2015-10-21","2015-12-18","2015-11-27","2015-10-28","2015-11-30","2015-11-11","2015-10-13",-0.07701,-0.06272,-0.03691,-0.08694,0.01303
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_90","2014-12-08","2014-11-16","2014-10-19","2014-12-21","2014-11-25","2014-10-26","2014-11-27","2014-11-06","2014-10-13",-0.0769,-0.06348,-0.03909,-0.08575,0.00597
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_90","2013-12-14","2013-11-23","2013-10-25","2013-12-26","2013-12-01","2013-11-03","2013-12-03","2013-11-15","2013-10-17",-0.06578,-0.05184,-0.02786,-0.07506,0.01933
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_90","2012-11-17","2012-10-31","2012-10-02","2012-11-30","2012-11-06","2012-10-11","2012-11-08","2012-10-23","2012-09-26",-0.07851,-0.06521,-0.04044,-0.0879,0.0061
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_75","2017-12-12","2017-11-08","2017-10-12","2017-12-31","2017-11-19","2017-10-20","2017-11-19","2017-10-30","2017-10-05",-0.08114,-0.06854,-0.04646,-0.08952,-0.00487
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_75","2016-12-02","2016-11-12","2016-10-14","2016-12-12","2016-11-19","2016-10-20","2016-11-24","2016-11-04","2016-10-09",-0.09545,-0.08023,-0.05375,-0.1055,-0.00334
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_75","2015-12-11","2015-11-21","2015-10-24","2015-12-19","2015-11-29","2015-10-31","2015-12-03","2015-11-14","2015-10-18",-0.08851,-0.07282,-0.04602,-0.09903,0.00619
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_75","2014-12-07","2014-11-15","2014-10-19","2014-12-17","2014-11-23","2014-10-26","2014-11-27","2014-11-07","2014-10-14",-0.08632,-0.07164,-0.0465,-0.0955,0.00039
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_75","2013-12-17","2013-11-26","2013-10-30","2013-12-27","2013-12-04","2013-11-06","2013-12-07","2013-11-19","2013-10-22",-0.07869,-0.06383,-0.03894,-0.08841,0.01019
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_75","2012-11-21","2012-11-02","2012-10-04","2012-12-03","2012-11-08","2012-10-12","2012-11-12","2012-10-26","2012-09-28",-0.0899,-0.07524,-0.04961,-0.09926,-0.00074
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_50","2017-12-18","2017-11-16","2017-10-17","2018-01-01","2017-11-28","2017-10-25","2017-12-01","2017-11-06","2017-10-10",-0.09545,-0.08249,-0.05932,-0.10413,-0.01583
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_50","2016-12-03","2016-11-13","2016-10-14","2016-12-12","2016-11-19","2016-10-20","2016-11-24","2016-11-05","2016-10-10",-0.10694,-0.09145,-0.06377,-0.11675,-0.01226
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_50","2015-12-12","2015-11-23","2015-10-25","2015-12-18","2015-11-29","2015-10-31","2015-12-04","2015-11-15","2015-10-19",-0.10046,-0.08445,-0.05598,-0.11078,-0.00219
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_50","2014-12-07","2014-11-16","2014-10-20","2014-12-17","2014-11-23","2014-10-26","2014-11-28","2014-11-07","2014-10-15",-0.09704,-0.08257,-0.05654,-0.10674,-0.00716
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_50","2013-12-18","2013-11-27","2013-10-30","2013-12-27","2013-12-04","2013-11-07","2013-12-08","2013-11-20","2013-10-23",-0.09053,-0.07511,-0.04805,-0.10042,0.00262
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_50","2012-11-27","2012-11-07","2012-10-10","2012-12-08","2012-11-13","2012-10-17","2012-11-17","2012-10-31","2012-10-03",-0.10357,-0.0884,-0.06102,-0.11376,-0.00926
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_mean","2017-12-23","2017-11-23","2017-10-22","2018-01-05","2017-12-07","2017-10-31","2017-12-07","2017-11-11","2017-10-15",-0.09856,-0.08674,-0.0656,-0.10652,-0.02606
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_mean","2016-12-06","2016-11-16","2016-10-18","2016-12-16","2016-11-24","2016-10-25","2016-11-27","2016-11-08","2016-10-12",-0.10653,-0.09284,-0.06984,-0.11546,-0.02468
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_mean","2015-12-14","2015-11-25","2015-10-28","2015-12-21","2015-12-03","2015-11-04","2015-12-06","2015-11-18","2015-10-22",-0.09942,-0.08454,-0.05934,-0.10911,-0.01073
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_mean","2014-12-11","2014-11-19","2014-10-23","2014-12-22","2014-11-27","2014-10-29","2014-12-01","2014-11-10","2014-10-18",-0.0972,-0.08322,-0.05994,-0.1061,-0.0145
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_mean","2013-12-20","2013-11-29","2013-11-01","2013-12-29","2013-12-06","2013-11-08","2013-12-10","2013-11-21","2013-10-25",-0.08892,-0.07493,-0.04997,-0.0981,-0.00274
"turkeypointenf74","CA-TP3","EN",1000,"falling","grvi_mean","2012-11-24","2012-11-05","2012-10-08","2012-12-06","2012-11-11","2012-10-16","2012-11-14","2012-10-29","2012-10-01",-0.10198,-0.0882,-0.06337,-0.11114,-0.01699
